id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4826,The Place,6603,Kaan,,Uskudar,41.0565,29.05367,Entire home/apt,713,1,1,2009-06-01,0.01,1,365
20815,The Bosphorus from The Comfy Hill,78838,Gülder,,Besiktas,41.06984,29.04545,Entire home/apt,808,365,41,2018-11-07,0.33,2,254
27271,LOVELY APT. IN PERFECT LOCATION,117026,Mutlu,,Beyoglu,41.03254,28.98153,Entire home/apt,225,20,13,2018-05-04,0.19,1,363
28277,Duplex Apartment with Terrace,121607,Alen,,Sisli,41.04471,28.98567,Hotel room,737,3,0,,,19,365
28318,Cosy home overlooking Bosphorus,121721,Aydin,,Sariyer,41.09048,29.05559,Entire home/apt,815,3,0,,,1,88
29241,"↪ Istanbul, Your second house ",125742,Şevki,,Beyoglu,41.04844,28.95254,Private room,339,3,0,,,1,365
29692,bedroom with private shower and wc,127953,Aylin,,Sariyer,41.13536,29.04684,Private room,414,1,0,,,1,365
30697,nice home in popular area,132137,Nan,,Beyoglu,41.0335,28.97626,Private room,744,1,1,2010-06-14,0.01,1,365
33368,Deluxe double bedroom @ Nisantasi,135136,Ozlem,,Sisli,41.05382,28.99739,Private room,373,2,1,2014-10-21,0.01,2,364
34925,A room in galata beyoglu,150435,Esr,,Beyoglu,41.02704,28.97588,Private room,471,1,0,,,1,365
35580,Sea View terrace  House,153032,Michel,,Beyoglu,41.03658,28.97213,Entire home/apt,450,30,38,2020-02-03,0.49,3,364
35938,Cosy Room in Istanbul Center,154245,Sinan,,Besiktas,41.04902,28.99829,Private room,512,1,0,,,1,365
41753,Örücü Palace / Princess Apartment,182639,Mehmet Ali,,Beyoglu,41.02725,28.97718,Entire home/apt,437,5,46,2017-05-21,0.39,6,179
44429,"COZY, CENTRAL, LOVELY&CHECK OUT THE BATHROOM!*",194194,Zeyno,,Beyoglu,41.03082,28.97958,Entire home/apt,314,5,22,2020-01-02,1.01,1,131
47264,Kurucesme stunning seaview peacfull Flat,213410,Evrim,,Besiktas,41.06464,29.0358,Entire home/apt,509,3,9,2019-09-02,0.08,6,360
47377,Double Room in Taksim,214374,Bertan Kemal,,Beyoglu,41.03467,28.98902,Private room,341,3,0,,,1,365
48346,Charming Apartment in Kuzguncuk,220212,Yesim,,Uskudar,41.03485,29.03155,Entire home/apt,448,3,12,2017-07-04,0.13,3,365
49955,A room with a view of Bosphorous.,228352,Oz,,Fatih,41.01717,28.96325,Private room,373,1,0,,,1,365
52828,Prince(Garden Apart),182639,Mehmet Ali,,Beyoglu,41.02752,28.97858,Entire home/apt,437,5,27,2017-03-14,0.24,6,179
58441,Private  studio bestlocation@Taksim,279673,Engin,,Beyoglu,41.0385,28.98189,Entire home/apt,225,28,16,2016-12-31,0.16,4,364
60923,1+1 Closed to Taksim Square,294332,Selin,,Sisli,41.04693,28.98002,Entire home/apt,239,2,0,,,1,364
62172,Central Location Taksim/Cihangir ,302361,Nurten,,Beyoglu,41.03442,28.98561,Private room,594,3,0,,,3,0
62817,Quiet room in central apartment,305202,Oksan,,Beyoglu,41.03638,28.9909,Private room,300,2,74,2018-08-22,0.68,1,364
77190,flat with garden'n' terrace taksim,413150,Baris,,Beyoglu,41.03343,28.99057,Entire home/apt,211,5,33,2018-08-16,0.31,1,0
77292,Gümüşsuyu Apartment,414003,Gumussuyu,,Beyoglu,41.03656,28.98873,Entire home/apt,744,3,0,,,1,365
87024,Nisantasi Studio Apartment,413986,Nisantasi,,Sisli,41.05018,28.99015,Entire home/apt,1860,1,0,,,1,365
87557,❤️1BR APT★NISANTASI★RESIDENCE★RECEPTION★LIFT-1,461533,Cevdet,,Sisli,41.05167,28.98961,Entire home/apt,887,3,17,2018-10-19,0.19,11,364
88949,Wonderful room with Historical View,485384,Alev,,Beyoglu,41.03326,28.97876,Private room,205,2,86,2019-08-06,0.78,2,365
97800,Bosphorus Views,517242,Selcuk,,Beyoglu,41.02945,28.97404,Entire home/apt,484,3,0,,,1,0
101397,❛Cozy • Clean • Central • Room❜,531367,Guliz,,Beyoglu,41.03082,28.98053,Private room,109,2,68,2020-01-02,0.63,1,365
108164,Kurucesme design amazing seaview  forest room,213410,Evrim,,Besiktas,41.06341,29.0364,Private room,136,2,6,2018-12-31,0.06,6,364
108537,Cihangir Connection,561692,Hasan,,Beyoglu,41.03103,28.984,Entire home/apt,341,2,3,2018-04-11,0.10,1,365
114786,Blue Mosque View in Sultanahmet,582060,Fernando,,Fatih,41.0063,28.97916,Entire home/apt,662,3,75,2020-01-29,0.75,7,337
124137,Beautiful Artist's home staycation,594053,Dev,,Beyoglu,41.03277,28.98822,Entire home/apt,409,3,17,2020-03-14,0.20,3,195
124147,"Beautiful room in an Artist's home, staycation",594053,Dev,,Beyoglu,41.03249,28.99102,Private room,205,3,171,2020-03-07,1.58,3,192
127912,"View, Kid-friendly, Central @Taksim",632856,Secil,,Beyoglu,41.03625,28.99129,Entire home/apt,368,4,28,2019-09-19,0.30,1,365
130225,Room in a modern home.,641487,Efe,,Kadikoy,40.97618,29.04442,Private room,339,1,1,2012-08-04,0.01,1,365
130231,Flat with super Golden Horn view,641504,Chris,,Beyoglu,41.03398,28.97297,Entire home/apt,532,3,26,2020-03-19,0.24,1,165
133148,Eveything you need - as you wish,654031,Nurhan,,Kagithane,41.06496,28.95651,Entire home/apt,1018,2,0,,,1,365
136818,warm family place ..,669517,Cengiz,,Kadikoy,40.98242,29.05151,Private room,441,1,0,,,1,365
138394,Entire Flat at Cihangir/Taksim,675641,Juliet,,Beyoglu,41.03282,28.98537,Entire home/apt,819,1,0,,,1,365
139351,flat in galata 150sqm fantastic vue,679615,Paskal,,Beyoglu,41.02543,28.97535,Entire home/apt,505,4,36,2019-10-29,1.38,2,0
139804,Entire house in central Kadikoy,681763,Deniz,,Kadikoy,40.98373,29.02865,Entire home/apt,339,4,8,2019-12-21,0.07,1,362
140269,Penthouse in Taxim -with 2 bedrooms,683356,Damir,,Beyoglu,41.03577,28.9773,Entire home/apt,375,3,129,2019-03-01,1.20,3,108
140952,(-55%)28nts in may 300€:Best LocationDuplex@Taksim,279673,Engin,,Beyoglu,41.03895,28.98387,Entire home/apt,334,15,8,2017-01-10,0.12,4,365
146854,Beautiful & Super Deluxe Flat,709964,Lily,,Sisli,41.04753,28.9803,Private room,407,1,0,,,1,365
158461,Friendly Family Home,760827,Enathol,,Adalar,40.87171,29.1291,Private room,679,1,0,,,1,365
158618,King Suite Studio  Near Taksim Square,730566,Murat,,Beyoglu,41.03767,28.98219,Private room,409,1,0,,,3,365
160809,"""Homeinİstanbul"" wGreat Location",770100,Neslihan,,Beyoglu,41.03224,28.98714,Entire home/apt,273,3,13,2015-10-06,0.12,2,173
162180,Nice flat in historical Galata ,775317,Cigdem,,Beyoglu,41.02622,28.97488,Entire home/apt,955,6,1,2011-09-25,0.01,1,365
163785,Fully furnished bosphorus view,781562,Belgin,,Sariyer,41.16308,29.03753,Private room,883,3,0,,,1,0
164216,Ottoman Flat 2BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03614,28.98163,Entire home/apt,662,2,36,2019-06-13,0.35,3,362
166265,Apartment in the Heart of the City1,792658,ISlK,,Beyoglu,41.03919,28.98266,Entire home/apt,293,2,146,2020-02-10,1.68,9,365
168404,Charming Apt City Center Taksim,802569,Maria,,Beyoglu,41.03293,28.98853,Entire home/apt,737,2,135,2018-04-30,1.28,3,364
169106,Kiptas Seyrantepe Residence Flat,805693,Koray,,Maltepe,40.9476,29.16943,Entire home/apt,781,3,0,,,1,365
170150,Lovely Gardened House 10 minutes walking to metro,810759,Tuna,,Uskudar,41.01694,29.06929,Entire home/apt,339,30,84,2019-09-16,0.81,2,324
171593,Nice historical apartment in Galata,818744,Fırat,,Beyoglu,41.0278,28.97696,Entire home/apt,1023,7,3,2012-01-07,0.03,1,365
175766,at the center of İstanbul..,840111,Kadir,,Sisli,41.07005,28.98561,Private room,204,1,0,,,1,365
178868,"Bright Room, Great Location...",770100,Neslihan,,Beyoglu,41.03237,28.9869,Private room,150,2,38,2015-12-31,0.36,2,267
197991,Nice room with balcony,907770,Tuğba,,Uskudar,41.0164,29.01527,Private room,177,1,0,,,1,365
199068,"Luxurious, specially designed...!",972196,Taskin,,Esenyurt,41.02719,28.68328,Private room,631,1,0,,,1,365
199411,08JAN-29MAR/WINTER SUPER DISCOUNT,973997,Shinnosuke,,Beyoglu,41.0297,28.97583,Entire home/apt,409,1,99,2019-01-08,0.94,1,148
204518,Lovely and Cozy Flat at Cihangir ,1004513,Defne,,Beyoglu,41.03023,28.98182,Entire home/apt,259,14,2,2011-09-22,0.02,2,365
207933,GORGEOUS BOSPHORUS VIEW! COMFY ROOM,1023387,Daniele,,Beyoglu,41.03506,28.99193,Private room,259,3,10,2013-10-05,0.11,1,268
210496,6-Cabin Yacht with A/C,1038139,Burchan,,Beykoz,41.0787,29.08596,Private room,2906,1,0,,,2,365
213816,Stay near Bagdat Avenue - 3BR apt,767876,Pelin,,Kadikoy,40.97543,29.06553,Entire home/apt,631,3,14,2019-08-01,0.14,3,365
214188,decent quality/price balance in Ist,1105099,Necip,,Fatih,41.019,28.92851,Private room,109,20,40,2015-06-01,0.38,2,89
214190,Best location - Orange,1105223,Serkan,,Beyoglu,41.02918,28.98331,Private room,150,3,52,2017-11-04,0.49,1,365
220131,Charming Delightful Studio@Centre 4,466302,Demir,,Beyoglu,41.02874,28.9766,Entire home/apt,171,28,83,2020-02-25,0.79,15,365
220149,Sultan,182639,Mehmet Ali,,Beyoglu,41.02845,28.97892,Entire home/apt,430,5,9,2015-04-29,0.09,6,364
222535,Cozy apartment in Kuzguncuk,220212,Yesim,,Uskudar,41.03382,29.03173,Entire home/apt,299,3,26,2019-12-11,0.25,3,364
224612,My nice flat in Nisantasi/ ,1169188,Esin,,Sisli,41.05585,28.99103,Private room,299,5,0,,,1,365
224910,The Heart of Istanbul,1171112,Marya,,Basaksehir,41.10619,28.73866,Entire home/apt,747,1,0,,,1,364
226255,Harem,182639,Mehmet Ali,,Beyoglu,41.02865,28.97919,Entire home/apt,437,5,10,2019-08-21,0.10,6,365
227513,Exclusive Apart with Kitchenette,1186560,Ramiz,,Fatih,41.0029,28.97787,Private room,334,1,60,2019-11-18,0.58,4,365
229498,Cozy studio apartment in Cihangir,1167189,Bilgehan,,Beyoglu,41.03077,28.98118,Entire home/apt,457,4,114,2019-07-11,1.12,2,361
231869,Nice and Clean Lovely Room Cihangir,1004513,Defne,,Beyoglu,41.03073,28.98167,Private room,300,14,1,2015-05-26,0.02,2,365
237993,Cozy Room in the Heart of Kadıköy,1212675,Basak,,Kadikoy,40.98598,29.02667,Private room,109,2,11,2018-11-25,0.17,2,89
237994,Comfy Furnished Room in a Cozy Home,1212675,Basak,,Kadikoy,40.98627,29.02542,Private room,136,2,1,2017-08-01,0.03,2,363
238904,2  PRIVATE ROOMS IN SULTANAHMET ,1252482,Ramazan,,Fatih,41.0068,28.97874,Private room,444,1,0,,,1,365
241516,FLAT WITH HISTORICAL VIEW,1267497,Ahmet,,Kadikoy,40.98441,29.02177,Entire home/apt,409,6,23,2016-07-26,0.24,1,0
244604,FULL EQUIPPED FLAT IN OLD ISTANBUL,1283374,Timur,,Fatih,41.01309,28.94331,Private room,557,2,0,,,1,365
247874,"Istiklal Avenue,Sadri alisik street",1298849,Berkan,,Beyoglu,41.03433,28.98221,Entire home/apt,75,1,155,2020-02-17,1.56,3,124
251414,"Apartment in Montmartre, Paris",1318632,Bahar,,Beyoglu,41.03203,28.98564,Entire home/apt,375,7,1,2012-01-06,0.01,1,358
253055,CIHANGIR | Stunning Bosphorus View!,852380,Ilker,,Beyoglu,41.03297,28.98488,Entire home/apt,1010,3,65,2020-01-12,0.64,3,364
253859,A boutique experience in Istanbul ,1333286,Erdal,,Beyoglu,41.03324,28.9811,Private room,669,1,0,,,1,365
254664,Sur la place de la tour de Galata,1337721,Hervé,,Beyoglu,41.02437,28.9748,Entire home/apt,744,2,0,,,1,365
256825,BLUE Mosque walking&Grand pazar مشي لكل مكان,1351134,Bãśmä,,Fatih,41.01106,28.94568,Private room,95,3,300,2020-03-16,3.28,16,0
256838,"Down town,walk to everywhereوسط اسطنبول يوسف باشا",1351134,Bãśmä,,Fatih,41.01232,28.94706,Private room,95,2,14,2020-03-06,0.14,16,180
257284,Eco friendly and cosy garden apt - Prime Location!,1353821,Ozge,,Beyoglu,41.03136,28.98635,Entire home/apt,539,2,2,2019-11-23,0.26,1,88
259206,Cosy Flat at the Center of ISTANBUL,1323348,Feride,,Sisli,41.0613,28.99495,Entire home/apt,341,2,31,2020-01-05,0.31,4,354
260378,Bright and characterful in Galata!,1366111,Julia & Tarkan,,Beyoglu,41.02625,28.97276,Entire home/apt,812,2,89,2020-03-08,0.90,11,85
265297,"Sunny Flat for Room Price, Taksim",1391673,Serkan,,Sisli,41.045,28.9863,Entire home/apt,341,2,2,2012-05-28,0.02,1,90
265772,Furnished Flats & Historical Room,1393796,Hülya,,Sisli,41.05458,28.98672,Private room,272,1,0,,,2,365
270561,"Room minuet 2TRAM Street,Yusufpasha اتفضلوااهلاًبكم",1351134,Bãśmä,,Fatih,41.01077,28.94512,Private room,95,2,152,2019-09-22,1.49,16,90
270883,only 10 minutes to Sultanahmet,1417732,Tayfun,,Fatih,41.0248,28.94738,Entire home/apt,373,7,0,,,1,365
271439,Charming Delightful Studio@Centre 3,466302,Demir,,Beyoglu,41.02669,28.97594,Entire home/apt,212,28,143,2019-09-09,1.40,15,334
274454,"Galateia Apartments,1 BR up to 4",1435301,Galateia,,Beyoglu,41.02961,28.97643,Entire home/apt,1269,30,0,,,2,365
276621,Girls Sharing room غرفة للبنات  TRAM STREET,1351134,Bãśmä,,Fatih,41.01143,28.94603,Shared room,68,2,79,2019-08-02,0.81,16,180
277581,Standard Suites,1449395,Emre,,Kadikoy,40.99259,29.02534,Entire home/apt,287,3,28,2019-11-25,0.59,3,332
277589,Spacious Family Apt in Kadiköy,1449395,Emre,,Kadikoy,40.99462,29.02552,Entire home/apt,484,3,8,2018-01-28,0.18,3,333
277592,1+1 65m2 Deluxe Suitler,1449395,Emre,,Kadikoy,40.99295,29.02656,Entire home/apt,334,3,46,2018-06-03,0.51,3,362
280227,Asian Side Apartment with SEA VIEW,1460766,Birim,,Kadikoy,40.97555,29.0431,Entire home/apt,672,4,0,,,2,364
280776,Terrace Bosphorus Sea View Taksim,802569,Maria,,Beyoglu,41.03392,28.98927,Entire home/apt,1187,2,261,2020-04-15,2.57,3,340
282117,"cozy quite home, in the center ",1465693,Asimo,,Beyoglu,41.03207,28.98052,Entire home/apt,560,7,0,,,1,365
282148,"Furnished luxury apartment, Galata",1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,744,3,64,2020-03-14,0.65,4,320
282266,Design chic serviced apt in Galata.,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,744,3,33,2020-03-01,0.34,4,287
282289,Modern serviced flat in Galata,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,744,3,165,2020-04-16,1.70,4,365
282295,Modern chic serviced apt in Galata,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,744,3,67,2020-02-26,0.68,4,365
282658,Charming Delightful Room@Centre,466302,Demir,,Beyoglu,41.02922,28.97593,Private room,102,11,8,2018-03-01,0.08,15,365
282881,"top location,bright & cozy 2bdr apt",353220,Özge,,Beyoglu,41.02841,28.97202,Entire home/apt,744,1,57,2016-09-11,0.58,1,358
287982,Lovely Room at the heart of İSTANBL,1323348,Feride,,Sisli,41.06208,28.99426,Private room,136,1,10,2016-09-01,0.10,4,354
287983,CENTRAL&SAFETY Location Bright Room,1323348,Feride,,Sisli,41.06202,28.99549,Private room,136,2,58,2018-09-25,0.59,4,354
293754,2 bedr apart 5 mins from Airport ,1497897,Mehmet Emin,,Bahcelievler,40.99144,28.84474,Entire home/apt,665,3,4,2019-05-19,0.12,2,324
294981,Cozy Furnished Flat in Residence,1520874,Eralp,,Sisli,41.05783,28.99253,Private room,375,2,0,,,1,365
297040,"Galateia  Bosphorus, 1BR w Terrace",1435301,Galateia,,Beyoglu,41.02954,28.97551,Entire home/apt,1494,1,0,,,2,365
298136,Sanctuary of Peace,1536767,Ferhan,,Adalar,40.871,29.1295,Entire home/apt,136,1,2,2020-01-01,0.17,1,365
304011,Long Term Apt. Beyoglu/Center,1564870,Living,,Beyoglu,41.03537,28.97316,Entire home/apt,484,3,10,2020-01-28,0.14,2,364
304029,Zero km to City Center -- Friendly ,1564916,Esen,,Sisli,41.05382,28.99028,Private room,149,2,35,2016-11-02,0.36,1,140
305801,Sweet Garden  House,1572930,Mehmet,,Besiktas,41.05091,29.02262,Private room,102,3,1,2012-10-01,0.01,1,365
308216,Exclusivity in Istanbul Bosphorus View,1585558,Xflats,,Beyoglu,41.03655,28.99017,Entire home/apt,894,2,3,2019-01-02,0.03,16,365
309063,Exclusivity in Istanbul City View,1585558,Xflats,,Beyoglu,41.03789,28.99014,Entire home/apt,1488,2,1,2012-10-17,0.01,16,1
310557,Studio apartment İstiklal Street,1597714,Behiye,,Beyoglu,41.03234,28.97472,Private room,669,2,0,,,1,365
315554,"Bosphorous View, Greenary, comfrtbl",1620835,Rajesh,,Besiktas,41.08725,29.03729,Private room,319,1,0,,,1,365
316220,pvt Apt ◆ Anatolian Side of Istnbul,1624077,Can,,Uskudar,41.02544,29.03525,Entire home/apt,258,1,0,,,1,365
317428,Room for sublet IN TAKSIM/CIHANGIR,85923,Irem,,Beyoglu,41.03042,28.98457,Private room,184,4,0,,,1,365
318933,lovely home with sea view,1128679,Akın Savaş,,Kadikoy,40.98447,29.02221,Entire home/apt,339,2,11,2018-08-12,0.18,2,363
324576,Family  Apartment with Private Hammam,1667741,Ceyhun,,Fatih,41.00409,28.97903,Entire home/apt,1112,1,1,2018-03-24,0.04,5,360
330043,İstanbul Beyoğlu Cihangir,1677640,Didem,,Beyoglu,41.03323,28.98525,Private room,525,1,0,,,1,365
332070,Full Bosphorus sea&Istanbul view ,1664518,Gokce Doruk,,Uskudar,41.02971,29.01917,Private room,560,1,0,,,2,83
338403,120m2 private apart Taxim.,1719162,Emre,,Sisli,41.04099,28.98675,Entire home/apt,368,2,7,2014-05-05,0.07,1,365
338540,Walk to GRAND pazarيوسف باشا مشي لبيازيت,1351134,Bãśmä,,Fatih,41.01237,28.94659,Private room,109,2,62,2020-01-06,0.64,16,180
341852,on Galata Roofs.  Super central istiklal avenue,1734426,Lino And Gioia,,Beyoglu,41.03383,28.98168,Entire home/apt,314,2,28,2019-10-16,0.39,3,364
350818,Furnished Double BR with Breakfast,1778050,Ali Sinan,,Beyoglu,41.03137,28.97318,Private room,819,1,0,,,1,365
351006,Full Bosphorus Sea View ◆ near Park,1664518,Gokce Doruk,,Uskudar,41.0309,29.01983,Private room,259,2,0,,,2,365
351790,in the city center,1782227,İnan,,Sisli,41.07587,29.00994,Hotel room,272,10,2,2015-05-23,0.03,1,365
355170,Modern Deluxe Studio Near to Taksim,730566,Murat,,Beyoglu,41.03788,28.98258,Private room,450,1,0,,,3,365
360053,Modern Flat 30m to Istiklal- Taksim,1821399,Hakan,,Beyoglu,41.0339,28.9826,Entire home/apt,450,30,0,,,1,365
362196,Apartment in the Heart of the City2,792658,ISlK,,Beyoglu,41.03915,28.98273,Entire home/apt,239,2,99,2020-03-18,1.39,9,365
362228,Studio in the Heart of the City 1,792658,ISlK,,Beyoglu,41.03911,28.98266,Entire home/apt,246,2,147,2020-02-16,1.99,9,365
364077,A single room in Istanbul - Kadikoy,1839212,Ferhat,,Kadikoy,40.99407,29.03697,Private room,258,2,0,,,1,365
374837,Charming Delightful Studio@Centre 2,466302,Demir,,Beyoglu,41.02752,28.97705,Entire home/apt,239,1,126,2019-11-06,1.27,15,354
378120,"Invitation to Travel: Luxury, Quiet",1899923,Yves & Fatos,,Beyoglu,41.03499,28.97238,Entire home/apt,710,7,11,2016-07-18,0.12,1,261
378383,Historic mansion center of Buyukada,1900682,Aysen,,Adalar,40.87361,29.13289,Entire home/apt,706,2,25,2019-08-01,0.26,1,355
380072,"truly unique accommodation,Istanbul",1907609,Filiz,,Besiktas,41.0555,28.99978,Private room,1113,1,0,,,1,365
385296,"Lot's of Light, Lot's of Green!",734040,Can,,Sariyer,41.08679,29.05244,Private room,143,7,10,2020-01-06,0.11,3,364
398075,Charming Delightful Studio@Centre 1,466302,Demir,,Beyoglu,41.02728,28.97705,Entire home/apt,239,2,67,2019-07-14,0.68,15,364
401359,Central Apt. in Popular Nisantaşı,2002975,Jülide,,Sisli,41.0493,28.99618,Private room,374,3,6,2019-02-15,0.06,1,0
408294,Istanbul Postcard View (Asian Side),2033076,Baris,,Uskudar,41.01502,29.01303,Entire home/apt,512,5,22,2017-03-15,0.23,1,364
412766,CasaLoBueno#1 Splendid Galata Tower,2054075,Doret & Izel,,Beyoglu,41.0295,28.97351,Entire home/apt,812,4,70,2020-01-04,0.72,4,364
422001,Cozy Room ANGORA - Single @ Kaboom Guest House,1806816,Kaboom Guest House,,Beyoglu,41.03519,28.97177,Private room,143,2,8,2019-03-04,0.09,6,363
422065,Cute apartment in center of Beyoglu,2099221,Nahide,,Beyoglu,41.03255,28.98032,Entire home/apt,375,3,95,2020-03-11,0.98,4,360
422071,Cozy Flat 1BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03666,28.98093,Entire home/apt,300,2,63,2019-10-03,0.66,3,362
423667,FURNISHED TRIPLEX TAKSIM.LANDLORD,2106677,Sevil,,Beyoglu,41.0292,28.98104,Entire home/apt,409,3,61,2020-02-11,0.63,9,365
423764,2+1 istiklal street/taksim central,2106677,Sevil,,Beyoglu,41.03174,28.97717,Entire home/apt,632,3,20,2020-03-11,1.88,9,0
423833,Rooms for rent in Nişantaşı Şişli,2081426,Sanem,,Sisli,41.05485,28.99202,Private room,299,2,1,2012-04-27,0.01,1,365
428901,"Minutes walk to center, 2 BDRM Apt",1770428,Cheng,,Beyoglu,41.03749,28.97505,Entire home/apt,205,5,40,2020-01-11,0.48,1,364
429200,Pasha,182639,Mehmet Ali,,Beyoglu,41.02871,28.97935,Entire home/apt,437,5,1,2012-09-09,0.01,6,180
429475,SALE !!!City 1 bed Luxury Residence,1879849,Cecille,,Sisli,41.06024,28.99147,Entire home/apt,1119,1,22,2014-09-21,0.24,1,365
445208,fairly furnished flat @ city center,2170489,Atila,,Sisli,41.05274,28.99108,Entire home/apt,430,3,20,2020-05-06,0.21,1,304
447142,Ottoman istanbul..Yusufpasha Tram ترام يوسف باشا,1351134,Bãśmä,,Fatih,41.01263,28.94498,Private room,109,3,23,2020-01-12,0.24,16,180
453816,Room in Central Istanbul / Cihangir,2254723,Yesim,,Beyoglu,41.03044,28.98298,Private room,184,2,18,2016-02-22,0.19,1,365
469638,Near the bosphorus,2330281,Omer,,Besiktas,41.06782,29.04236,Private room,272,2,26,2019-06-17,0.28,2,177
469811,"Couple friendly, Cute Roof w terrace in Beyoglu",2331089,Mehmet,,Beyoglu,41.03102,28.97484,Entire home/apt,368,2,38,2020-03-16,0.61,4,306
478289,ULTRA LUXE RESIDENCE WITH FREE SWIM.POOL ETC,2368759,Angie,,Basaksehir,41.0718,28.67921,Entire home/apt,618,6,12,2018-05-29,0.21,1,364
484153,"comfy room in Taksim, Istanbul",2395401,Özgür,,Sisli,41.04418,28.98344,Private room,82,2,3,2018-04-16,0.05,1,83
493775,1+1 beşiktaş modern house,2106677,Sevil,,Besiktas,41.05716,29.0075,Entire home/apt,951,3,0,,,9,1
493912,3+1 istiklal street from landlord,2106677,Sevil,,Beyoglu,41.03509,28.98145,Entire home/apt,409,2,19,2015-07-12,0.21,9,365
499401,"Fair, clean & comfy Apt - Beyoglu",2464199,Fahrettin,,Beyoglu,41.03185,28.97146,Entire home/apt,1119,1,9,2013-09-17,0.09,5,185
507117,Duplex Penthouse Central Located,2499854,Ozan,,Sisli,41.05739,28.9955,Private room,150,1,2,2017-05-18,0.02,1,365
511142,The best room for young people,1298849,Berkan,,Beyoglu,41.03404,28.98117,Private room,75,1,43,2019-09-30,0.45,3,77
511597,Flats in Taksim 2 min. to square #2,2519004,Vedat Öz,,Bagcilar,41.03183,28.84544,Entire home/apt,373,2,2,2013-03-15,0.02,1,365
511807,decent price/quality balance in Ist,1105099,Necip,,Fatih,41.01667,28.9303,Private room,75,20,9,2015-06-30,0.09,2,180
516610,Nakkas Apart,2543742,Nakkas,,Fatih,41.0056,28.9704,Entire home/apt,812,1,3,2012-11-28,0.03,2,365
516720,Very central place-small room for 1,2544222,Biray Anil,,Sisli,41.06262,28.984,Private room,75,1,42,2016-03-10,0.44,1,261
519364,"Elegant, bright, lovely sea views in Galata!",1366111,Julia & Tarkan,,Beyoglu,41.02618,28.9761,Entire home/apt,744,2,60,2020-04-08,1.00,11,69
519468,"Cosy charm, fabulous terrace views in Galata!",1366111,Julia & Tarkan,,Beyoglu,41.02496,28.97311,Entire home/apt,1194,2,87,2020-02-25,0.92,11,61
520072,Room in Anatolian side of Istanbul,2404749,Sabite,,Kadikoy,40.98268,29.04714,Private room,102,1,0,,,1,365
520238,Stylish gem with amazing charm and nightlife buzz!,1366111,Julia & Tarkan,,Beyoglu,41.03567,28.97792,Entire home/apt,544,2,163,2020-03-03,1.75,11,81
522700,2 Bedrooms & Galata & Best Design,2570612,Ahmet,,Beyoglu,41.02718,28.9742,Entire home/apt,737,2,94,2016-07-22,0.98,11,365
529151,"135 sqm. at Galata Tower, Beyoğlu",2599754,Sedat,,Beyoglu,41.02747,28.97486,Entire home/apt,737,3,129,2020-03-20,1.43,1,338
536465,Spacious room in 2br renovated flat,2248444,Pinar,,Beyoglu,41.03807,28.97582,Private room,136,3,16,2019-08-22,0.21,6,364
536526,"A Lovely, Modern, 1bd Apt in Center",2248444,Pinar,,Beyoglu,41.03806,28.97582,Entire home/apt,265,2,53,2020-03-25,0.55,6,287
537090,Great flat in central Istanbul,2639052,Yilmaz,,Beyoglu,41.03102,28.98196,Entire home/apt,512,8,11,2019-12-14,0.12,1,363
538052,5 mın.bagdad str-30 mın.prınces isl,2643465,Muzaffer,,Kadikoy,40.98132,29.07824,Private room,444,1,0,,,1,0
538538,flat in a safe & quiet district,2645069,Mehmet,,Kadikoy,41.00931,29.04331,Private room,204,1,0,,,1,365
538833,Very Central Room With Sea View,2646839,Hexagram,,Beyoglu,41.03068,28.98372,Private room,375,1,47,2016-04-21,0.51,3,365
541629,Apartment flat entrance - Beyoglu,2464199,Fahrettin,,Beyoglu,41.03008,28.97035,Entire home/apt,450,2,22,2018-07-29,0.23,5,89
541989,Beautiful Triplex in City Center,2664929,Figen,,Besiktas,41.07538,29.03549,Entire home/apt,611,5,13,2018-08-14,0.15,1,358
542354,Nakkas Apart with Sea View,2543742,Nakkas,,Fatih,41.00503,28.97058,Private room,894,1,0,,,2,365
546900,Very modern Apartment in Gayrettepe,2689464,Murat,,Besiktas,41.0638,29.00437,Private room,1032,1,0,,,1,365
552337,Apartment for rent in Cihangir,2714151,Berrak,,Beyoglu,41.03289,28.98485,Entire home/apt,682,1,0,,,1,0
553222,Cozy room in 2br renovated flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,136,3,22,2020-04-30,0.27,6,354
555588,Historical Istanbul House @ Taksim,2731976,Daniel,,Sisli,41.04251,28.98788,Entire home/apt,314,3,293,2020-02-20,3.08,2,265
556293,A duplex @ heart of shop & dine,135136,Ozlem,,Sisli,41.05352,28.99886,Entire home/apt,822,2,1,2016-01-01,0.02,2,363
