id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
41523668,ROOM OR WHOLE FLAT FOR ERASMUS STUDENTS,202513917,Gamze,,Bahcelievler,41.01735,28.85053,Private room,81,30,0,,,1,293
41524719,Incredible View of the Bosphorus in Çengelkoy,321416978,Noxolo,,Uskudar,41.06177,29.06614,Private room,136,2,0,,,1,364
41525811,The house is within the site,327075521,Ahmet,,Kucukcekmece,41.05901,28.79689,Private room,502,1,0,,,1,363
41526131,2bedroom Stylish Apartmant Near Galata Tower,96752845,Özgür,,Beyoglu,41.02672,28.97767,Entire home/apt,375,2,3,2020-04-12,0.81,5,134
41526225,Lovely and perfectly located apartment,90687935,Antoine,,Beyoglu,41.03309,28.98075,Entire home/apt,177,1,0,,,1,89
41526381,"AK TOWERS COMPLEX ,COMMERCIAL AREA",303582955,Hatem,,Esenyurt,41.03083,28.66898,Entire home/apt,122,3,0,,,5,90
41526475,5 Mins  to Airport Private 4 Room Villa,1754703,Andy,,Arnavutkoy,41.23119,28.68725,Entire home/apt,502,1,0,,,2,91
41526504,taksim building 1+1,327082813,Ayşe,,Beyoglu,41.0372,28.97536,Entire home/apt,68,1,0,,,1,180
41528375,two rooms a lounge great location,262268590,Mahmut,,Sisli,41.05015,28.98624,Entire home/apt,512,5,0,,,5,365
41528873,one room a living room next to subway luxury house,262268590,Mahmut,,Sisli,41.05049,28.9869,Entire home/apt,273,5,0,,,5,365
41529346,Ferah oda,196732593,Betül,,Kadikoy,40.97241,29.06331,Private room,204,1,0,,,1,179
41529998,Merkezi konumlara  yakın bina da 24 saat güvenlik,246558402,Kemal,,Kagithane,41.07656,28.99617,Entire home/apt,149,7,0,,,1,78
41530074,Levent Kanyon Avm ve Metroya iki dakika uzaklıkta.,324602828,Mehmet Reşat,,Sisli,41.07763,29.00892,Private room,102,2,1,2020-02-25,0.34,1,173
41532680,my house,256695857,Göksel,,Esenyurt,41.06548,28.65509,Private room,149,1,0,,,1,363
41534713,"Exactly in the city center 
2min from Main Street",236509197,Asef,,Sisli,41.0699,28.99386,Private room,88,1,0,,,1,179
41534793,full daire,308469709,Ceyda,,Kadikoy,40.9951,29.02664,Entire home/apt,68,1,0,,,1,73
41543385,Charming House with Breathtaking Bosphorus View 23,55152407,Missy,,Besiktas,41.07796,29.04233,Entire home/apt,2234,5,0,,,15,365
41543780,Best Luxury Suite in Sultanahmet,29320610,Tastan,,Fatih,41.00304,28.97371,Private room,375,1,0,,,5,365
41544224,**CENTRAL** Comfy  Home in SultanAhmed.,29320610,Tastan,,Fatih,41.00269,28.97492,Private room,594,1,0,,,5,317
41544448,You are GUARANTEED to love this,29320610,Tastan,,Fatih,41.00387,28.97501,Private room,594,1,0,,,5,365
41544546,Luxurious apartment with a breathtaking view,178755946,Eren,,Beyoglu,41.0286,28.98338,Entire home/apt,647,30,0,,,1,0
41544596,Spacious and comfortable modernly fashioned Stüdyo,308124831,My Palace,,Pendik,40.93036,29.30975,Entire home/apt,197,1,2,2020-03-17,0.91,3,365
41546910,"SUPER VALUE, PRETTY & SAFE, EASY ACCESS TO CENTRE",29320610,Tastan,,Fatih,41.00384,28.97517,Private room,525,1,1,2020-02-14,0.31,5,365
41547262,Mahyar hotel apartment,323264658,Maziar,,Beyoglu,41.03548,28.97897,Entire home/apt,212,1,0,,,2,90
41552333,Beautiful Roof Top with an amazing view,156201747,Francesca,,Buyukcekmece,41.01343,28.4894,Entire home/apt,197,7,0,,,2,363
41553275,6 kişilik site içi daire,327345306,Kadirmurat,,Kartal,40.93636,29.21227,Entire home/apt,149,5,0,,,1,90
41553829,Cozy and historical place in Ömer Hayyam Street,327350408,Nazlı,,Beyoglu,41.03826,28.97403,Private room,75,1,0,,,1,365
41557147,En az bir Aylık konaklama yapılabilmektedir,322207129,Beyazıt,,Kadikoy,40.99505,29.02468,Entire home/apt,184,15,0,,,1,365
41558116,"Best location,cheap room",173610790,Gokce,,Kadikoy,41.00097,29.02968,Private room,88,1,6,2020-03-16,1.45,2,365
41560130,My sweet home,275793862,İlyas,,Sisli,41.05625,28.99213,Entire home/apt,171,5,1,2020-02-09,0.29,10,365
41560200,Window to Galata Tower,49814543,Araz,,Beyoglu,41.02748,28.9738,Private room,648,1,0,,,2,365
41560859,topkapı sarayı,327426592,Lara,,Fatih,41.00879,28.93853,Entire home/apt,330,1,0,,,1,0
41562349,Sam_group_istanbul,314532896,Sadaf,,Beyoglu,41.03328,28.98849,Private room,177,2,0,,,1,180
41562721,HEART OF TAKSIM11,304049089,Feyaz,,Beyoglu,41.03672,28.97589,Entire home/apt,157,2,3,2020-02-26,0.73,1,328
41564019,Taksim Maya Hotel,327491398,Taksim Maya Hotel,,Beyoglu,41.03448,28.97947,Private room,198,1,1,2020-02-10,0.30,1,365
41569797,Clean Room for foreigner female,233847269,Derya,,Kagithane,41.07622,29.00148,Private room,48,2,0,,,1,364
41570638,"Cosy and Bohemian Private Room in Taksim, Istanbul",302720830,Selin Yağmur,,Beyoglu,41.03563,28.97346,Private room,95,1,1,2020-02-02,0.27,2,0
41571172,Heart of istanbul,327582516,Alperen,,Besiktas,41.04499,29.00247,Entire home/apt,232,3,0,,,1,91
41572620,Şişli nışantaşın’da 1+1 tam daire 5,287208465,Yunus Levent,,Sisli,41.05661,28.99233,Entire home/apt,171,6,2,2020-03-30,0.71,8,365
41573298,BLACK PEARL HOTEL FAMILY ROOM- FOR 6 - IN SIRKECI,327615805,Black Pearl,,Fatih,41.01251,28.97935,Private room,1113,1,0,,,3,353
41575470,Old Galata House,55277538,Huseyin,,Beyoglu,41.03535,28.98926,Entire home/apt,682,31,0,,,2,165
41575472,Deluxe Double Room at City Center Taksim,327640987,Gökhan,,Beyoglu,41.03933,28.98334,Private room,300,2,1,2020-03-01,0.37,3,365
41575611,Taksim Square Rooms,260767083,Rüya,,Beyoglu,41.039,28.98028,Private room,149,1,0,,,2,227
41576057,Taksim Square Rooms,260767083,Rüya,,Beyoglu,41.04027,28.98182,Private room,150,1,0,,,2,228
41576404,Cozy n quiet room Near sea .metrobus .new airport,245373069,Shaghayegh,,Avcilar,40.97675,28.74017,Private room,68,1,2,2020-03-09,0.48,3,141
41577044,"Bohemian and Cosy Apartment in Taksim, Istanbul",302720830,Selin Yağmur,,Beyoglu,41.03415,28.97269,Entire home/apt,200,2,2,2020-01-26,0.52,2,0
41578596,Elite 1 Bedroom Family Residence O2 NEW,157100965,Ahmet,,Umraniye,41.03251,29.11169,Entire home/apt,224,13,1,2020-04-05,0.64,36,70
41579065,Bedroom and study in shared luxury apartment,5995613,Ustungel,,Kadikoy,40.97497,29.05568,Private room,149,1,0,,,1,179
41580166,Feel like home while you stay in Istanbul,132542009,Oumaima,,Bagcilar,41.02256,28.82012,Entire home/apt,373,1,0,,,1,365
41581516,My sweet home,11029217,Ozgur,,Sisli,41.05028,28.98053,Private room,339,2,0,,,1,364
41581790,Cozy room in Aynalıçeşme,327712700,Cagdas,,Beyoglu,41.03418,28.97122,Private room,109,1,0,,,1,178
41581845,Be sure to try our Mahyar Hotel as your  choice.,327712653,Shima,,Beyoglu,41.03711,28.97743,Private room,239,1,0,,,1,179
41583063,Best Price in the heart of Istanbul,327725382,Mona,,Sisli,41.0553,28.98608,Private room,122,1,1,2020-01-24,0.25,1,365
41583700,Konfor ve guvenilirlik,327735163,Fatih,,Beylikduzu,40.98945,28.60186,Private room,373,1,0,,,1,90
41584415,istanbulzomorrod,327745910,Mehmet,,Sisli,41.04521,28.98288,Entire home/apt,198,3,0,,,1,90
41585846,Beylikdüzü 2 kişilik oda,327753068,Mustafa,,Beylikduzu,41.0125,28.62544,Private room,156,1,0,,,1,91
41586263,Konforlu bir daire,327765078,İsmail Arda,,Kartal,40.89864,29.21642,Private room,61,1,1,2020-01-21,0.25,1,91
41588164,Deluxe01  Apartment 1+1 On İstiklal Street for4ppl,3257050,Tolga,,Beyoglu,41.03638,28.98154,Entire home/apt,546,3,3,2020-02-19,0.83,7,353
41588721,2 kişilik Oda,325805485,Gülşah,,Besiktas,41.04307,29.00019,Private room,197,1,0,,,5,364
41591166,Deluxe02  Apartment 1+1 On İstiklal Street for4ppl,3257050,Tolga,,Beyoglu,41.03619,28.98071,Entire home/apt,546,3,0,,,7,353
41591998,Sanat sever,326534651,Celal,,Kadikoy,40.98781,29.02757,Private room,151,1,0,,,1,0
41592799,Deluxe03  Apartment 1+1 On İstiklal Street for4ppl,3257050,Tolga,,Beyoglu,41.0367,28.98246,Entire home/apt,546,3,1,2020-02-21,0.33,7,353
41593367,İstanbulda lüks havuzlu villa,269827277,Tayfun,,Buyukcekmece,41.03627,28.50107,Private room,998,3,0,,,3,354
41594236,Room for rent near Istanbul airport in 10 minutes,327882426,-Emel,,Arnavutkoy,41.20141,28.76502,Private room,251,1,0,,,1,84
41597264,MODERN PERA STUDIO,17768502,Mia,,Beyoglu,41.03068,28.97123,Entire home/apt,375,2,6,2020-03-16,1.96,9,364
41599255,"İstanbul, Göztepe Metro location, Atasehir",248566466,Ali,,Atasehir,40.9948,29.07578,Private room,61,1,0,,,2,324
41600055,Deluxe connection room ferman apart # 2,314602386,Serkant,,Sisli,41.04555,28.98259,Entire home/apt,300,1,1,2020-01-19,0.24,5,179
41600709,Sweat home in İstanbul,328005341,Javohir,,Fatih,41.0026,28.96874,Private room,744,1,0,,,3,365
41600796,Üsküdar'da ferah oda,327253054,Duygu,,Uskudar,41.00967,29.01483,Private room,252,2,1,2020-02-17,0.32,1,88
41600973,"Konforlu ve güvenli, merkezi konumda",328006792,Dogukan,,Sultanbeyli,40.97843,29.25912,Entire home/apt,149,1,0,,,1,365
41601137,Deluxe Familly Room Rerman Apart # 1,314602386,Serkant,,Sisli,41.04578,28.98273,Entire home/apt,300,1,2,2020-03-07,0.68,5,78
41601207,Cozy and Fresh Place in Center of Urban City,66347834,Kerem,,Beyoglu,41.02967,28.97828,Entire home/apt,334,5,0,,,1,179
41601618,Istanbul Villa Pearl 4 Room 9 Person Grand Bazaar,36741980,Barış,,Fatih,41.00368,28.96917,Private room,1453,1,0,,,3,365
41601888,Manoly room,226875380,Mori,,Beyoglu,41.03725,28.97578,Private room,171,2,0,,,4,364
41602347,Günlük kiralık daire,328017549,Ege,,Besiktas,41.04649,29.00522,Entire home/apt,197,1,1,2020-02-11,0.30,1,365
41602933,A 120 yr-old Cosy Apartment near Istiklal Street,46359907,Ege,,Beyoglu,41.03552,28.97406,Private room,143,2,1,2020-01-22,0.25,1,88
41602988,Beyaz Köşk Hotel,328019803,Beyaz,,Fatih,41.01469,28.96039,Private room,149,1,2,2020-02-16,0.51,2,365
41603078,CENTRAL QUIET ROOM☆DOUBLE BED☆CLOSE TO SISLI METRO,234018862,Niyazi,,Sisli,41.06698,29.00053,Private room,122,20,2,2020-03-06,0.53,5,354
41603140,Couch in cozy shared apartment,23468138,Soroush,,Beyoglu,41.02877,28.97761,Shared room,68,1,1,2020-04-12,0.77,6,337
41603473,Istanbul Villa Pearl 2 Room 4 Person Galata Tower,36741980,Barış,,Fatih,41.00504,28.96996,Private room,710,1,0,,,3,365
41606321,Muhteşem şehir manzarasını full cam ile seyredin,314316698,Emre,,Kadikoy,40.99433,29.06036,Entire home/apt,339,1,7,2020-02-26,1.74,1,273
41606494,216,325176660,Kartal,,Maltepe,40.94,29.14145,Private room,156,1,0,,,6,225
41606658,moda yoğurtçu parkı,328050042,Mehmet,,Kadikoy,40.98314,29.03106,Entire home/apt,299,1,0,,,1,180
41607348,Luxury house in the centre of Kadıköy,52676822,Cansın,,Kadikoy,40.96261,29.10222,Entire home/apt,401,1,0,,,1,90
41607806,Spacial domasofia apart hotel,328053065,Ahmet Enes,,Fatih,41.00395,28.9724,Entire home/apt,409,1,0,,,1,365
41608002,Yunus's Apartment,328060670,Yunus Emre,,Beykoz,41.09636,29.08632,Entire home/apt,604,1,0,,,1,90
41609502,Best Possible Location And Historical Flat,45367828,Koray,,Beyoglu,41.02373,28.97537,Entire home/apt,244,2,1,2020-01-27,0.26,1,89
41609519,Modern Flat with Bosphorus view in Beşiktaş Yıldız,47378896,Sibel,,Besiktas,41.04726,29.0119,Entire home/apt,197,3,0,,,1,180
41610420,Maltepede geniş ferah günlük veya sürekli kiralık,328080649,Günay,,Maltepe,40.93641,29.14867,Private room,81,1,0,,,1,179
41610637,"Taksim Apartments, Beyoğlu, Istanbul",304144981,Yasin,,Beyoglu,41.03734,28.97512,Entire home/apt,259,2,2,2020-02-07,0.52,1,180
41610844,Near old city,148925508,Selim,,Fatih,41.02061,28.9389,Private room,103,1,0,,,1,0
41611093,Great House with a great view in Beşiktaş,74740565,Can,,Besiktas,41.0474,29.00438,Entire home/apt,205,1,3,2020-02-23,0.83,6,365
41612096,İstanbulda size özel lüsk havuzlu villa,269827277,Tayfun,,Buyukcekmece,41.01219,28.55541,Entire home/apt,998,3,1,2020-02-16,0.31,3,340
41612100,Great room with a great view in Beşiktaş,74740565,Can,,Besiktas,41.04573,29.00546,Private room,102,1,0,,,6,365
41612645,24/ 7 access to public transport.,288833342,Muhammad,,Eyup,41.07361,28.95589,Private room,103,1,0,,,1,0
41613197,Comfy & Spacious Flat in the Center of Cihangir,76702506,İrem,,Beyoglu,41.03358,28.98568,Entire home/apt,307,2,8,2020-03-15,2.09,1,207
41613298,1+1 koza park flat 2 mins to akbati mall,328106447,Dunya,,Esenyurt,41.06008,28.66846,Entire home/apt,272,3,0,,,1,180
41613310,Samimi rahat olabileceğiniz bir ev,328095390,Çağdaş,,Avcilar,40.99938,28.70022,Private room,68,1,0,,,2,365
41613801,Luxury and clean,48895040,Ahmet TuRan,,Kucukcekmece,40.99433,28.78392,Private room,679,1,0,,,2,179
41614016,Yuki House 4 persons,328112899,Yuksel,,Beyoglu,41.0358,28.9776,Entire home/apt,382,1,0,,,3,365
41614526,Özel oda,313629517,Nur,,Besiktas,41.04833,29.00725,Private room,102,1,0,,,2,0
41615418,Amazing Dublex Apt With Garden at  TAKSIM&ISTIKLAL,176044518,Murat,,Beyoglu,41.03358,28.96981,Entire home/apt,682,3,4,2020-02-29,1.07,5,180
41618430,"Central, Clean, Comfy House in Cihangir - Beyoglu",328149808,Fırat,,Beyoglu,41.03299,28.98409,Entire home/apt,341,1,0,,,1,180
41618588,"Vintage style, Cozy, flat in a very central area.",328153649,Abeer,,Beyoglu,41.03279,28.98066,Private room,109,1,1,2020-02-07,0.29,1,180
41618876,2 BEDROOM SUITE IN TAKSIM,1902404,Property Management,,Sisli,41.0424,28.98386,Entire home/apt,744,1,0,,,24,365
41619205,SLEEK FLAT BY ISTIKLAL,17768502,Mia,,Beyoglu,41.03612,28.97468,Entire home/apt,273,2,1,2020-03-17,0.46,9,365
41621423,Yuki house 8 persons,328112899,Yuksel,,Beyoglu,41.03625,28.9755,Entire home/apt,2641,1,0,,,3,365
41621767,Havalimanına yakın aile evi,245210754,Hamit,,Pendik,40.91287,29.29896,Private room,122,1,0,,,1,89
41621785,It's walking distance to Galata,229908014,Bermall,,Beyoglu,41.03016,28.97352,Private room,82,1,1,2020-01-28,0.26,3,168
41625760,Feel Relax Like Your Own Home,311730676,Furkan,,Bakirkoy,40.98093,28.87673,Entire home/apt,210,1,0,,,1,232
41626974,Özel Mavera Merdivenköy Erkek Öğrenci Yurdu,288052240,Muhammed Masuk,,Kadikoy,40.98869,29.08302,Shared room,75,1,1,2020-03-06,0.39,2,90
41627236,Armagrandi Spina Hotel,98326835,Kadir,,Fatih,41.00667,28.98005,Private room,375,1,0,,,1,365
41627882,SU MERDUM HOTEL,328338082,Remzi̇,,Uskudar,41.04531,29.04994,Private room,597,1,0,,,1,363
41629392,PALM,325176660,Kartal,,Kadikoy,40.98957,29.0329,Private room,156,1,1,2020-02-29,0.36,6,225
41629690,İstanbul-Kadıköy Cosy Home (in the university area,328357617,Elif Seren,,Kadikoy,40.98559,29.04969,Private room,102,1,0,,,1,365
41630558,Elysium Taksim Residence,131287088,Gizem,,Sisli,41.04157,28.98379,Entire home/apt,1119,1,2,2020-03-16,0.76,1,358
41630857,HİLL,325176660,Kartal,,Pendik,40.90635,29.28282,Private room,156,1,2,2020-04-14,0.54,6,225
41631683,MYHOUSE SUIT APARTMENT,47692011,Güneş,,Esenyurt,41.00128,28.69224,Entire home/apt,353,1,0,,,13,365
41632244,Private terrace in Cihangir...,4279449,Cüneyt,,Beyoglu,41.03158,28.98453,Entire home/apt,375,7,5,2020-03-14,1.32,2,277
41632630,Furnished Apartment in Avcilar,328387414,Lutfi,,Esenyurt,41.00136,28.69152,Entire home/apt,353,1,0,,,2,365
41633065,LUX STUDIO ROOM IN RESIDENCE,328387414,Lutfi,,Esenyurt,41.00178,28.69106,Entire home/apt,238,1,0,,,2,180
41633418,"AĞVA""DA ÝEŞİLÇAY NEHRİ KENARİNDA BİR CENNET.",290959521,Antik,,Sile,41.12356,29.8616,Entire home/apt,421,1,0,,,2,218
41633942,Cevahir avm yanında merkezi konumda 3+1,217398485,Davut,,Sisli,41.05797,28.98881,Entire home/apt,362,1,0,,,10,365
41634160,Glory inn,288969826,Nurullah,,Arnavutkoy,41.20473,28.72321,Private room,326,1,0,,,1,50
41635200,New home in town,328417515,Ramazan,,Beyoglu,41.03376,28.98677,Private room,136,2,1,2020-04-10,0.73,1,365
41635815,Taksim ve Eminönü çok yakın... Haliç manzaralı,328430427,Nazlı,,Beyoglu,41.03233,28.96814,Private room,102,1,0,,,1,365
41635914,SINGLE PRIVATE SAFE COMFORTABLE ROOM,226210597,Hüseyin,,Kadikoy,40.99718,29.02713,Private room,68,1,0,,,6,365
41636651,Istanbul house,222724867,Ömer,,Esenyurt,41.03244,28.68177,Entire home/apt,177,2,0,,,10,293
41637015,Best location between Taksim and Cihangir,328444425,Mervenaz,,Beyoglu,41.03226,28.98203,Entire home/apt,205,2,1,2020-01-29,0.27,1,16
41637150,Taksim square 3 min,246236231,Anıl Onur,,Sisli,41.04143,28.9863,Entire home/apt,246,3,0,,,3,364
41637450,Sweet and clean private room,187285704,Saeed,,Esenyurt,41.02273,28.64778,Private room,81,1,0,,,1,89
41637734,Sıcak samimi bir arkadaş evi olarak görebilirsiniz,328095390,Çağdaş,,Avcilar,41.0005,28.70013,Private room,81,1,0,,,2,365
41638515,Economic African home in Istanbul,292346722,Omar,,Eyup,41.06689,28.93938,Private room,95,1,0,,,2,364
41638624,Economic flat in Istanbul,328459499,Omar,,Eyup,41.06813,28.93783,Private room,88,1,0,,,1,180
41639531,Super lux & Safe In Istanbul Center Beside train,268268423,Ayman,,Fatih,41.01045,28.9428,Entire home/apt,536,5,0,,,2,90
41639804,"Simple,Comfy, 2Bedroom,Central,Private Sauna&Hamam",46026691,Eyüp,,Beyoglu,41.02641,28.97706,Entire home/apt,423,2,3,2020-03-18,0.88,13,270
41640642,Detached house in downtown Istanbul,156736570,Atabak,,Sisli,41.07097,29.0028,Entire home/apt,251,3,0,,,1,365
41640730,Standard double,326491292,Grand Gold,,Buyukcekmece,41.02521,28.46538,Private room,122,1,0,,,2,91
41642416,Nişantaşında şehir ve köprü manzaralı stüdyo daire,328517001,Serpil,,Sisli,41.05163,28.98992,Entire home/apt,205,1,0,,,3,364
41642636,Nişantaşında şehir manzaralı balkonlu stüdyo daire,328517001,Serpil,,Sisli,41.05168,28.98963,Entire home/apt,205,2,0,,,3,364
41643205,Taxim Square Bright apartment for long term,17491832,Hatie,,Beyoglu,41.03806,28.98347,Entire home/apt,368,17,0,,,2,104
41643772,Merkezi konumda,234130200,Apoçino,,Besiktas,41.04774,29.00541,Private room,339,3,0,,,4,365
41643821,Muhteşem RUM EVİ,328544207,Ahmet,,Beyoglu,41.03565,28.97684,Entire home/apt,252,2,0,,,1,365
41644254,COSY STUDIO FLAT in CENTER of ISTANBUL,38183804,Aytekin,,Kadikoy,40.99635,29.02622,Entire home/apt,300,5,0,,,1,364
41648983,Mall of Istanbul Residence,101093912,Nahreen,,Basaksehir,41.06464,28.80577,Entire home/apt,543,5,0,,,1,90
41651087,Very near to public transport and Bağdat street,74398604,Selda,,Kadikoy,40.95779,29.08981,Private room,183,2,0,,,1,79
41652206,CENTER OF ISTANBUL,328546872,Serkan,,Sisli,41.04597,28.98326,Private room,75,1,0,,,1,179
41653221,BEŞİKTAŞ AKARATLER DE 3 KİŞİLİK AILE ODASI,325805485,Gülşah,,Besiktas,41.04176,28.99971,Private room,251,3,0,,,5,358
41654271,Deluxe Junior Suit,26897639,Lir Residence,,Beyoglu,41.03597,28.98613,Entire home/apt,375,1,0,,,6,356
41654841,RARE Cinema Flat in City Center Near Metro 2m walk,43170299,Mert,,Sisli,41.05561,28.98584,Entire home/apt,238,1,8,2020-03-08,2.22,14,365
41655263,Tak istanbul,328670173,Majid,,Beyoglu,41.03189,28.97701,Private room,177,1,0,,,1,165
41657350,★Splendid Views ★5minsToGALATA Tower★Charming flat,181849367,Catherine&Ahmet,,Beyoglu,41.02625,28.97688,Entire home/apt,751,2,7,2020-03-17,2.06,15,350
41657521,"5 minutes to the center of Kadıköy
6 € for a day",242682824,Selim,,Kadikoy,40.99373,29.05065,Private room,61,1,0,,,3,89
41658542,Special room,328697154,Sevra,,Kadikoy,40.98907,29.06077,Private room,149,1,0,,,1,364
41660061,Selim's home,325887128,Selim,,Fatih,41.01003,28.95374,Entire home/apt,747,1,0,,,1,180
41661866,beşiktaş ıhlamurdere,103339997,Ege,,Besiktas,41.04917,29.00288,Entire home/apt,300,30,0,,,1,181
41662732,"lovely,cozy&comfortable home in centre of city :)",328752595,Gizem,,Besiktas,41.04952,29.00334,Entire home/apt,409,2,0,,,1,88
41663983,Next to the metro station,328502332,Samane,,Fatih,41.01179,28.94984,Shared room,339,1,0,,,1,365
41664125,Istanbul Family Home,54864468,Sameh,,Bagcilar,41.05489,28.83221,Entire home/apt,679,4,0,,,1,143
41664555,Venezia Mega 1+1,320255729,Eren,,Gaziosmanpasa,41.07808,28.87702,Entire home/apt,306,2,1,2020-02-27,0.35,5,364
41664586,Rent house Near metrobus  Balcony  Hep istanbul,79221444,Gülce,,Esenyurt,41.01219,28.68093,Entire home/apt,251,3,0,,,2,319
41664707,in Metropoll Comfortable and spacious studio,80520926,Cüneyt,,Atasehir,40.99554,29.1235,Entire home/apt,353,2,2,2020-02-21,0.65,1,365
41666345,برنامج سياحي 7ليالي و8أيام,319274755,Hosen,,Fatih,41.01883,28.92923,Private room,2370,7,0,,,1,177
41667101,4- Spacious Flat 3 BR/2BA! 2 mins to Taksim Square,19798022,Bulent,,Beyoglu,41.03489,28.98397,Entire home/apt,897,2,6,2020-03-30,2.00,7,2
41668105,5- Spacious flat 3BR/ 1 min to Taksim Sq &Istiklal,19798022,Bulent,,Beyoglu,41.03532,28.98132,Entire home/apt,894,2,5,2020-03-28,1.70,7,365
41668298,GREAT APARTMENT 2 MIN TAKSİM SQUARE,232890406,Junior,,Beyoglu,41.03447,28.9825,Entire home/apt,648,3,0,,,1,220
41671890,ev ortamı,328901297,Huseyin,,Sancaktepe,40.99621,29.23702,Shared room,81,1,0,,,1,358
41673360,BEŞİKTAŞ GÖBEĞİNDE özel oda+wifi+duş (öğrenci evi),305341512,Berkant,,Besiktas,41.04572,29.00473,Private room,102,1,1,2020-02-09,0.29,1,179
41675232,Keyifli konaklama tek kişilik oda,328932714,Melis,,Maltepe,40.94603,29.11813,Private room,88,1,0,,,3,179
41675434,Babacan Residence suite 26  (brand new),328935442,Simon,,Esenyurt,41.00891,28.68198,Entire home/apt,238,4,0,,,1,90
41676632,Taksim Square ( İstiklal Street ) Apartment 4,248606773,Sercan,,Beyoglu,41.03462,28.98259,Entire home/apt,300,5,0,,,4,351
41676949,Taksim Square ( İstiklal Street ) Apartment 3,248606773,Sercan,,Beyoglu,41.03544,28.98416,Entire home/apt,375,5,0,,,4,351
41676953,beyoğlu taksim bölgesinde,328936513,Abı,,Beyoglu,41.03863,28.98006,Entire home/apt,197,1,4,2020-03-01,1.17,4,180
41676983,Room for rent in Besiktas,46326960,Nil,,Besiktas,41.05709,29.00386,Private room,75,30,0,,,1,90
41677320,Keyifli konaklama Full daire,328932714,Melis,,Maltepe,40.94408,29.11671,Entire home/apt,210,1,4,2020-03-15,1.03,3,169
41677850,Amazing View/4BD @Taksim/istiklal street,289659191,Mücahit,,Beyoglu,41.02533,28.98093,Entire home/apt,1706,3,0,,,1,179
41677898,Ferah temiz 2+1 yeni sitede,322124283,Belgin,,Atasehir,40.99855,29.08402,Entire home/apt,163,1,0,,,1,179
41679528,Big and cozy house in Kadıköy,308076211,Sevinc,,Kadikoy,40.9889,29.02601,Entire home/apt,198,2,5,2020-03-12,1.35,1,352
41680743,Memoli house,328676584,Mehmet,,Beyoglu,41.03766,28.97758,Shared room,252,1,0,,,2,365
41682188,Quiet House (5 mins walking to Metro Station),162000437,Özlem,,Maltepe,40.93717,29.14351,Private room,75,1,1,2020-02-20,0.33,2,90
41683490,Cosy flat in Moda/Kadıkoy,251910193,Ahmet,,Kadikoy,40.98266,29.02792,Private room,170,1,4,2020-04-12,1.30,2,78
41685842,Room in the center of Istanbul.(Only for  females),265440081,Ayşe,,Sisli,41.05994,28.99159,Private room,68,1,0,,,2,363
41686631,Luminous Flat @ Besiktas Centre,329057637,Seda,,Besiktas,41.04203,28.99916,Entire home/apt,523,1,0,,,1,0
41687086,Ev,329067612,Rafi,,Kadikoy,40.9955,29.02721,Private room,82,1,0,,,1,364
41687284,✮✮Sea View Apartment/3 minutes to Galata Tower ✮✮,308089779,Adem,,Beyoglu,41.02726,28.97447,Entire home/apt,751,2,0,,,1,365
41688122,KIZ KULESİNE 5 DK ÇİÇEKÇİDE BAHÇELİ EV,116548891,Selami,,Uskudar,41.01282,29.0143,Private room,171,2,0,,,1,180
41688186,Kaliteli Hizmet İle Ekonomik Oda Fırsatı,329089599,Toprak,,Pendik,40.93122,29.30666,Entire home/apt,163,1,0,,,1,77
41688530,Cosy Room in the city centre,48613587,Barış,,Uskudar,41.02258,29.01457,Private room,198,1,0,,,1,89
41689024,Luxury Sea View Apartment at Burgu Tower Istanbul,31378919,Ali Osman,,Maltepe,40.93643,29.13606,Entire home/apt,337,30,0,,,1,6
41691762,Home Sweet Home,292153575,Ben,,Fatih,41.01006,28.94077,Private room,183,1,0,,,1,365
41694657,Taksim Square ( İstiklal Street ) Apartment 2,248606773,Sercan,,Beyoglu,41.03434,28.9835,Entire home/apt,375,5,0,,,4,351
41695569,"modern, spacious, convenient in perfect location",329203220,Emel,,Kadikoy,41.00774,29.04623,Private room,88,1,0,,,1,180
41695811,güner business hotel,329205693,Gunerbusineshotel,,Kadikoy,40.99189,29.03287,Private room,252,1,0,,,1,181
41696234,Doğa içerisinde Şömine ve Jakuzi keyfi..,329208781,Anıl,,Sile,41.12915,29.84572,Private room,801,1,0,,,1,91
41699027,Gaya Guest House,329231254,Gaya,,Buyukcekmece,41.02179,28.59046,Private room,306,1,0,,,2,91
41699120,شقة فاخره للايجار في اسطنبول,316069352,Amir,,Basaksehir,41.09336,28.77102,Entire home/apt,339,1,0,,,2,181
41699268,Cihangir teras kat. küçük ama çok merkezi,329229616,Ismail,,Beyoglu,41.03197,28.98282,Entire home/apt,171,1,0,,,1,88
41699505,Стамбул исторические места,204499716,Esmira,,Fatih,41.00756,28.95437,Entire home/apt,2607,1,0,,,1,363
41699760,Freshly Renovated Apartment &  Air Conditioner,25089243,Serdar,,Fatih,41.0334,28.94605,Entire home/apt,210,2,0,,,15,365
41700655,1+1 apartment in great location,244295293,Cemil,,Sisli,41.06705,28.99301,Entire home/apt,516,2,0,,,5,365
